,DataSize,L0Distance,L1Distance,L2Distance,LinfDistance,Status
0,3000.0,[3072.],[11.87997],[0.28357717],[0.02609146],Member
1,3000.0,[3067.],[26.74445],[0.6501327],[0.06574214],Member
2,3000.0,[3072.],[29.541985],[0.6934504],[0.05905509],Member
3,3000.0,[3072.],[11.991547],[0.28911084],[0.0345943],Member
4,3000.0,[3062.],[20.89225],[0.51340324],[0.05272597],Member
5,3000.0,[3072.],[20.081804],[0.47401658],[0.03936583],Member
6,3000.0,[3072.],[10.1579075],[0.2458419],[0.02647209],Member
7,3000.0,[3072.],[17.159237],[0.42074862],[0.05622715],Member
8,3000.0,[3072.],[16.765097],[0.39790517],[0.03967519],Member
9,3000.0,[3072.],[20.576828],[0.5223154],[0.0713829],Member
10,3000.0,[3072.],[30.99823],[0.73008615],[0.06415609],Member
11,3000.0,[3072.],[40.89776],[0.9978903],[0.08353391],Member
12,3000.0,[3072.],[25.940598],[0.6243797],[0.06351236],Member
13,3000.0,[3072.],[31.336235],[0.7505273],[0.07220528],Member
14,3000.0,[3072.],[17.180687],[0.40734434],[0.04048982],Member
15,3000.0,[3071.],[22.790577],[0.55002636],[0.07020545],Member
16,3000.0,[3072.],[17.346369],[0.4243045],[0.04858217],Member
17,3000.0,[3072.],[24.067421],[0.57291317],[0.04838189],Member
18,3000.0,[3072.],[35.22151],[0.83540946],[0.08435187],Member
19,3000.0,[3066.],[23.758842],[0.56973946],[0.04839439],Member
20,3000.0,[3070.],[19.623938],[0.47790155],[0.06019396],Member
21,3000.0,[3072.],[29.477669],[0.7084338],[0.06079665],Member
22,3000.0,[3072.],[30.729116],[0.7438894],[0.06704123],Member
23,3000.0,[3072.],[23.567749],[0.59142923],[0.09003274],Member
24,3000.0,[3071.],[20.537056],[0.49414447],[0.06847458],Member
25,3000.0,[3072.],[13.594488],[0.31579405],[0.02367085],Member
26,3000.0,[3072.],[10.462419],[0.24940594],[0.01928496],Member
27,3000.0,[3071.],[24.228207],[0.5958715],[0.05714041],Member
28,3000.0,[3072.],[17.2724],[0.41671374],[0.03940108],Member
29,3000.0,[3072.],[15.097634],[0.40688264],[0.06183702],Member
30,3000.0,[3072.],[13.919294],[0.33743042],[0.03179413],Member
31,3000.0,[3072.],[40.20713],[0.93454504],[0.0656153],Member
32,3000.0,[3069.],[14.481929],[0.35858485],[0.04275023],Member
33,3000.0,[3072.],[20.789375],[0.5143867],[0.06415261],Member
34,3000.0,[2823.],[22.409267],[0.6184691],[0.06819671],Member
35,3000.0,[3072.],[25.692104],[0.6205909],[0.05616558],Member
36,3000.0,[3072.],[26.579365],[0.64518046],[0.06731504],Member
37,3000.0,[3072.],[16.860687],[0.41234818],[0.04379793],Member
38,3000.0,[3072.],[22.28432],[0.5447981],[0.05565774],Member
39,3000.0,[3071.],[17.053642],[0.407386],[0.0450117],Member
40,3000.0,[3058.],[48.941578],[1.1863301],[0.10456818],Member
41,3000.0,[3072.],[26.799461],[0.6592984],[0.07357924],Member
42,3000.0,[3072.],[21.475393],[0.51566553],[0.05152053],Member
43,3000.0,[3072.],[25.631214],[0.6190939],[0.05725616],Member
44,3000.0,[3072.],[32.38285],[0.80457944],[0.07919651],Member
45,3000.0,[3069.],[52.05979],[1.2645446],[0.13956821],Member
46,3000.0,[3072.],[12.017246],[0.2925155],[0.03662023],Member
47,3000.0,[3072.],[13.2622175],[0.31547505],[0.02868682],Member
48,3000.0,[3072.],[19.921453],[0.48165974],[0.04556668],Member
49,3000.0,[3071.],[21.761253],[0.50917846],[0.0438025],Member
50,3000.0,[3072.],[18.616817],[0.4456057],[0.04991579],Member
51,3000.0,[3072.],[20.517769],[0.50582296],[0.0550245],Member
52,3000.0,[3072.],[16.480356],[0.39909062],[0.03777668],Member
53,3000.0,[3072.],[12.973742],[0.31017467],[0.03077155],Member
54,3000.0,[3042.],[20.163807],[0.49449575],[0.05495656],Member
55,3000.0,[3072.],[18.108498],[0.43471083],[0.05584423],Member
56,3000.0,[3072.],[31.629658],[0.8055172],[0.11431845],Member
57,3000.0,[3072.],[11.495008],[0.28500435],[0.02758282],Member
58,3000.0,[3071.],[21.853394],[0.5260281],[0.04969844],Member
59,3000.0,[3072.],[35.884636],[0.8682075],[0.07761051],Member
60,3000.0,[3072.],[19.111559],[0.45514992],[0.04599944],Member
61,3000.0,[3072.],[16.417522],[0.43603742],[0.0561972],Member
62,3000.0,[3071.],[25.816755],[0.63710964],[0.06724417],Member
63,3000.0,[3072.],[22.27753],[0.5289821],[0.04382065],Member
64,3000.0,[3051.],[23.77894],[0.5781157],[0.04877546],Member
65,3000.0,[3070.],[12.671766],[0.30147105],[0.02705204],Member
66,3000.0,[3072.],[12.042337],[0.28819388],[0.02779287],Member
67,3000.0,[3060.],[14.202148],[0.3483725],[0.03607798],Member
68,3000.0,[3072.],[12.845829],[0.30498534],[0.02869461],Member
69,3000.0,[3072.],[38.446194],[0.9224063],[0.08470325],Member
70,3000.0,[3072.],[19.202986],[0.47504792],[0.04713473],Member
71,3000.0,[3071.],[32.101685],[0.7892716],[0.07963254],Member
72,3000.0,[3063.],[24.802702],[0.6080433],[0.06661898],Member
73,3000.0,[3072.],[12.4515],[0.3003506],[0.02689791],Member
74,3000.0,[3072.],[36.91383],[0.8993024],[0.08567296],Member
75,3000.0,[3068.],[20.761618],[0.49777034],[0.04721892],Member
76,3000.0,[3072.],[31.257122],[0.76086986],[0.0727251],Member
77,3000.0,[3072.],[21.45929],[0.50390255],[0.05158192],Member
78,3000.0,[3072.],[22.876232],[0.54382855],[0.04358169],Member
79,3000.0,[3072.],[27.348133],[0.65775114],[0.06386149],Member
80,3000.0,[3072.],[23.0397],[0.57989836],[0.08990076],Member
81,3000.0,[3072.],[25.194118],[0.62512654],[0.06030913],Member
82,3000.0,[3072.],[9.04784],[0.21340649],[0.01611722],Member
83,3000.0,[3072.],[25.403538],[0.5972792],[0.04868209],Member
84,3000.0,[3072.],[27.615719],[0.6659369],[0.06016117],Member
85,3000.0,[3072.],[9.777533],[0.2478607],[0.03062296],Member
86,3000.0,[3066.],[22.077171],[0.5448667],[0.06510869],Member
87,3000.0,[3072.],[41.81048],[1.0014162],[0.11924404],Member
88,3000.0,[3072.],[44.21177],[1.0742947],[0.11568558],Member
89,3000.0,[3052.],[18.340508],[0.46868896],[0.04154263],Member
90,3000.0,[3072.],[14.179557],[0.34408993],[0.04245886],Member
91,3000.0,[3072.],[19.181595],[0.44958833],[0.03513128],Member
92,3000.0,[3072.],[25.902807],[0.63491106],[0.07023522],Member
93,3000.0,[3072.],[16.616558],[0.4097642],[0.04400763],Member
94,3000.0,[3071.],[14.5089445],[0.33995357],[0.02914494],Member
95,3000.0,[3072.],[8.082233],[0.19806007],[0.02060649],Member
96,3000.0,[3072.],[16.138422],[0.38717535],[0.03316686],Member
97,3000.0,[3072.],[29.579704],[0.7385531],[0.08247328],Member
98,3000.0,[3067.],[31.774467],[0.7521551],[0.06533656],Member
99,3000.0,[3068.],[26.432102],[0.63382065],[0.05691147],Member
100,3000.0,[2990.],[45.153774],[1.1123672],[0.08825913],Member
101,3000.0,[3072.],[16.714489],[0.40991646],[0.04880957],Member
102,3000.0,[3072.],[9.426519],[0.2305457],[0.02415431],Member
103,3000.0,[3071.],[21.758373],[0.51602226],[0.05315399],Member
104,3000.0,[3072.],[18.592716],[0.45002308],[0.04319733],Member
105,3000.0,[3066.],[37.70829],[0.8975451],[0.08120346],Member
106,3000.0,[3072.],[29.40525],[0.73199207],[0.09289446],Member
107,3000.0,[3062.],[26.0145],[0.6414102],[0.05972934],Member
108,3000.0,[3072.],[18.000267],[0.42761213],[0.03632384],Member
109,3000.0,[3072.],[34.31855],[0.8199971],[0.08013546],Member
110,3000.0,[3072.],[19.559772],[0.49160114],[0.07210711],Member
111,3000.0,[3067.],[32.722008],[0.87184733],[0.09084564],Member
112,3000.0,[3068.],[22.26569],[0.5184574],[0.04021737],Member
113,3000.0,[3072.],[21.52373],[0.5297632],[0.0595951],Member
114,3000.0,[3071.],[27.761482],[0.6845164],[0.06301567],Member
115,3000.0,[3072.],[34.082096],[0.82628214],[0.06945354],Member
116,3000.0,[3072.],[17.06174],[0.41456404],[0.04437456],Member
117,3000.0,[3072.],[18.109991],[0.44072708],[0.0413886],Member
118,3000.0,[3072.],[21.144928],[0.52116114],[0.05195126],Member
119,3000.0,[3072.],[17.872005],[0.44597736],[0.04987413],Member
120,3000.0,[3072.],[24.723639],[0.5964613],[0.05953795],Member
121,3000.0,[3025.],[17.660526],[0.4290264],[0.0370446],Member
122,3000.0,[3072.],[51.444405],[1.2373359],[0.11461297],Member
123,3000.0,[3072.],[38.607086],[0.930387],[0.0788337],Member
124,3000.0,[3072.],[30.053568],[0.7327923],[0.06276859],Member
125,3000.0,[3046.],[39.081264],[0.96403974],[0.09303117],Member
126,3000.0,[3072.],[26.029493],[0.62186337],[0.06031905],Member
127,3000.0,[3072.],[28.010296],[0.6740896],[0.05655429],Member
128,3000.0,[3051.],[36.94788],[0.9432837],[0.09471136],Member
129,3000.0,[3072.],[12.365233],[0.29322046],[0.02180492],Member
130,3000.0,[3072.],[20.210846],[0.48082426],[0.04084086],Member
131,3000.0,[3072.],[21.91133],[0.53452426],[0.04617625],Member
132,3000.0,[3072.],[15.273111],[0.36403474],[0.0375731],Member
133,3000.0,[3017.],[32.37141],[0.8013292],[0.07729916],Member
134,3000.0,[3067.],[23.236914],[0.5503886],[0.04442599],Member
135,3000.0,[3072.],[20.966751],[0.5384739],[0.0631038],Member
136,3000.0,[3071.],[23.640078],[0.5800144],[0.05859533],Member
137,3000.0,[3072.],[14.372552],[0.34918332],[0.03278342],Member
138,3000.0,[3072.],[35.971252],[0.8537361],[0.07736769],Member
139,3000.0,[3072.],[19.554306],[0.47420087],[0.0514912],Member
140,3000.0,[3072.],[22.71423],[0.54695195],[0.05691564],Member
141,3000.0,[3072.],[16.986458],[0.40699625],[0.03808075],Member
142,3000.0,[3072.],[23.439732],[0.55144536],[0.04519415],Member
143,3000.0,[3067.],[23.862984],[0.57865596],[0.05891611],Member
144,3000.0,[3069.],[13.651995],[0.34534758],[0.04755938],Member
145,3000.0,[3072.],[19.527187],[0.4788531],[0.06012449],Member
146,3000.0,[3069.],[13.468681],[0.324968],[0.02727979],Member
147,3000.0,[3072.],[19.317982],[0.47336215],[0.04856575],Member
148,3000.0,[3066.],[16.374754],[0.38914728],[0.0365797],Member
149,3000.0,[3072.],[16.66357],[0.4003944],[0.03423381],Member
150,3000.0,[3072.],[30.135689],[0.7304528],[0.0629193],Member
151,3000.0,[2908.],[20.681318],[0.56357294],[0.09366971],Member
152,3000.0,[3072.],[11.819306],[0.29144302],[0.02631968],Member
153,3000.0,[3072.],[31.042238],[0.7559308],[0.0686665],Member
154,3000.0,[3072.],[14.700799],[0.36998063],[0.04271755],Member
155,3000.0,[3069.],[30.111048],[0.7150313],[0.06153309],Member
156,3000.0,[3072.],[19.439402],[0.47707483],[0.05842021],Member
157,3000.0,[3072.],[13.468605],[0.32464653],[0.03012317],Member
158,3000.0,[3072.],[24.688553],[0.6094291],[0.05433184],Member
159,3000.0,[3072.],[16.931898],[0.3989546],[0.03358473],Member
160,3000.0,[3072.],[14.791683],[0.34533656],[0.03350472],Member
161,3000.0,[3003.],[15.621248],[0.39052173],[0.03351856],Member
162,3000.0,[3072.],[16.952795],[0.4137358],[0.04332572],Member
163,3000.0,[3071.],[40.84192],[0.97813755],[0.09050251],Member
164,3000.0,[3071.],[25.92586],[0.62699497],[0.05744692],Member
165,3000.0,[3072.],[17.668226],[0.4314272],[0.03843022],Member
166,3000.0,[3072.],[30.291939],[0.71000534],[0.06319562],Member
167,3000.0,[3072.],[15.898859],[0.38936687],[0.03810745],Member
168,3000.0,[3072.],[43.81298],[1.0590664],[0.11564365],Member
169,3000.0,[3072.],[44.12787],[1.1118239],[0.12595892],Member
170,3000.0,[3072.],[18.537956],[0.4401236],[0.03847361],Member
171,3000.0,[3072.],[27.88256],[0.6745936],[0.07430319],Member
172,3000.0,[3072.],[32.5941],[0.77821374],[0.06789997],Member
173,3000.0,[3067.],[21.564835],[0.5272178],[0.05388397],Member
174,3000.0,[3071.],[21.44891],[0.5176493],[0.04919537],Member
175,3000.0,[3072.],[37.27107],[0.9257489],[0.12489697],Member
176,3000.0,[3072.],[36.850273],[0.8814142],[0.09459916],Member
177,3000.0,[3072.],[33.308666],[0.83040637],[0.10697094],Member
178,3000.0,[3064.],[45.764965],[1.1182432],[0.12110674],Member
179,3000.0,[3072.],[12.938906],[0.3160419],[0.03231038],Member
180,3000.0,[3072.],[29.102833],[0.699377],[0.06518131],Member
181,3000.0,[3071.],[15.817316],[0.3846811],[0.04223791],Member
182,3000.0,[0.],[0.],[0.],[0.],Member
183,3000.0,[3072.],[44.045547],[1.0884587],[0.1798062],Member
184,3000.0,[0.],[0.],[0.],[0.],Member
185,3000.0,[3072.],[17.515226],[0.41475677],[0.03703707],Non-member
186,3000.0,[0.],[0.],[0.],[0.],Non-member
187,3000.0,[3072.],[12.721598],[0.30795673],[0.03865987],Non-member
188,3000.0,[3072.],[18.21883],[0.4374728],[0.0431354],Non-member
189,3000.0,[3072.],[7.642495],[0.18714178],[0.0214698],Non-member
190,3000.0,[3071.],[3.7900772],[0.08799653],[0.00741714],Non-member
191,3000.0,[3072.],[49.77659],[1.2251365],[0.11047637],Non-member
192,3000.0,[3072.],[13.288167],[0.312857],[0.02677803],Non-member
193,3000.0,[0.],[0.],[0.],[0.],Non-member
194,3000.0,[0.],[0.],[0.],[0.],Non-member
195,3000.0,[0.],[0.],[0.],[0.],Non-member
196,3000.0,[3072.],[25.38325],[0.6333827],[0.08221984],Non-member
197,3000.0,[0.],[0.],[0.],[0.],Non-member
198,3000.0,[0.],[0.],[0.],[0.],Non-member
199,3000.0,[0.],[0.],[0.],[0.],Non-member
200,3000.0,[3072.],[10.5634],[0.24980792],[0.02364311],Non-member
201,3000.0,[3072.],[13.251729],[0.3199042],[0.04099122],Non-member
202,3000.0,[0.],[0.],[0.],[0.],Non-member
203,3000.0,[0.],[0.],[0.],[0.],Non-member
204,3000.0,[0.],[0.],[0.],[0.],Non-member
205,3000.0,[3072.],[22.043577],[0.5265096],[0.06063162],Non-member
206,3000.0,[3068.],[55.771694],[1.3356332],[0.11016554],Non-member
207,3000.0,[2917.],[30.703375],[0.7770176],[0.09073466],Non-member
208,3000.0,[3072.],[19.805164],[0.48513192],[0.04486847],Non-member
209,3000.0,[3072.],[15.612005],[0.3701801],[0.03264004],Non-member
210,3000.0,[3072.],[2.0588832],[0.04781527],[0.00400287],Non-member
211,3000.0,[3072.],[7.782695],[0.18557063],[0.01878467],Non-member
212,3000.0,[3072.],[7.655363],[0.18079747],[0.01418243],Non-member
213,3000.0,[0.],[0.],[0.],[0.],Non-member
214,3000.0,[3071.],[32.268913],[0.7886001],[0.11783215],Non-member
215,3000.0,[3072.],[7.8665447],[0.187088],[0.01631692],Non-member
216,3000.0,[3072.],[12.721558],[0.31126416],[0.03063309],Non-member
217,3000.0,[3072.],[4.1962395],[0.09888867],[0.00782618],Non-member
218,3000.0,[3072.],[5.6528015],[0.13690753],[0.01302058],Non-member
219,3000.0,[3072.],[13.908958],[0.329131],[0.02439281],Non-member
220,3000.0,[0.],[0.],[0.],[0.],Non-member
221,3000.0,[0.],[0.],[0.],[0.],Non-member
222,3000.0,[3072.],[6.502078],[0.15355043],[0.01151793],Non-member
223,3000.0,[3072.],[26.671719],[0.6532614],[0.06645728],Non-member
224,3000.0,[0.],[0.],[0.],[0.],Non-member
225,3000.0,[3072.],[46.953514],[1.168803],[0.12607856],Non-member
226,3000.0,[3072.],[19.01316],[0.46318933],[0.04542476],Non-member
227,3000.0,[3069.],[6.4416065],[0.15098983],[0.014135],Non-member
228,3000.0,[0.],[0.],[0.],[0.],Non-member
229,3000.0,[3072.],[4.812746],[0.1109674],[0.00921685],Non-member
230,3000.0,[3072.],[0.23979789],[0.00546165],[0.00033763],Non-member
231,3000.0,[3072.],[12.088692],[0.29509667],[0.02734268],Non-member
232,3000.0,[3072.],[14.307544],[0.34230584],[0.0350421],Non-member
233,3000.0,[3072.],[25.211554],[0.5940188],[0.04877487],Non-member
234,3000.0,[3071.],[22.206085],[0.5499782],[0.08450517],Non-member
235,3000.0,[3072.],[22.895477],[0.54847336],[0.04492946],Non-member
236,3000.0,[0.],[0.],[0.],[0.],Non-member
237,3000.0,[3072.],[25.021162],[0.6108548],[0.06628114],Non-member
238,3000.0,[3072.],[13.342723],[0.31772947],[0.03145629],Non-member
239,3000.0,[3072.],[41.9889],[1.0012738],[0.10051257],Non-member
240,3000.0,[3072.],[22.29369],[0.5266212],[0.05115888],Non-member
241,3000.0,[3071.],[13.261717],[0.3153284],[0.02458236],Non-member
242,3000.0,[3072.],[12.08098],[0.2871267],[0.02567267],Non-member
243,3000.0,[0.],[0.],[0.],[0.],Non-member
244,3000.0,[0.],[0.],[0.],[0.],Non-member
245,3000.0,[3072.],[1.1098466],[0.02530961],[0.00174177],Non-member
246,3000.0,[0.],[0.],[0.],[0.],Non-member
247,3000.0,[3065.],[8.2786455],[0.2009853],[0.01765461],Non-member
248,3000.0,[3070.],[26.61409],[0.6381804],[0.06603521],Non-member
249,3000.0,[0.],[0.],[0.],[0.],Non-member
250,3000.0,[0.],[0.],[0.],[0.],Non-member
251,3000.0,[3072.],[6.5114555],[0.15157732],[0.01514539],Non-member
252,3000.0,[3023.],[4.3083515],[0.10229749],[0.00957593],Non-member
253,3000.0,[3072.],[11.920396],[0.2878683],[0.02752826],Non-member
254,3000.0,[0.],[0.],[0.],[0.],Non-member
255,3000.0,[3064.],[0.35526198],[0.00806382],[0.00066215],Non-member
256,3000.0,[3071.],[7.3943357],[0.17900464],[0.01662474],Non-member
257,3000.0,[0.],[0.],[0.],[0.],Non-member
258,3000.0,[3064.],[9.844297],[0.23389105],[0.02166435],Non-member
259,3000.0,[3072.],[7.6739287],[0.1791449],[0.01457477],Non-member
260,3000.0,[0.],[0.],[0.],[0.],Non-member
261,3000.0,[3072.],[14.099512],[0.34375885],[0.03159744],Non-member
262,3000.0,[2968.],[1.7577734],[0.04185121],[0.0044224],Non-member
263,3000.0,[0.],[0.],[0.],[0.],Non-member
264,3000.0,[0.],[0.],[0.],[0.],Non-member
265,3000.0,[3072.],[9.769766],[0.23952676],[0.02175343],Non-member
266,3000.0,[3072.],[17.207134],[0.41856125],[0.04412428],Non-member
267,3000.0,[3072.],[22.365139],[0.58872],[0.11814772],Non-member
268,3000.0,[3072.],[14.044444],[0.34217307],[0.03696907],Non-member
269,3000.0,[3072.],[28.177698],[0.6847819],[0.0684872],Non-member
270,3000.0,[3072.],[1.8834577],[0.04348436],[0.00431442],Non-member
271,3000.0,[3072.],[25.016537],[0.62798816],[0.05960792],Non-member
272,3000.0,[3071.],[19.824022],[0.46760547],[0.03498021],Non-member
273,3000.0,[3051.],[33.40559],[0.8391976],[0.09200329],Non-member
274,3000.0,[3072.],[28.012325],[0.6900308],[0.07406986],Non-member
275,3000.0,[3072.],[17.65958],[0.43958774],[0.05010366],Non-member
276,3000.0,[3061.],[15.452414],[0.37801397],[0.03789252],Non-member
277,3000.0,[3072.],[4.6193604],[0.1104354],[0.01126851],Non-member
278,3000.0,[0.],[0.],[0.],[0.],Non-member
279,3000.0,[3071.],[3.1804965],[0.07365566],[0.00598913],Non-member
280,3000.0,[3072.],[27.666145],[0.67347103],[0.06182212],Non-member
281,3000.0,[0.],[0.],[0.],[0.],Non-member
282,3000.0,[3070.],[29.452532],[0.7626454],[0.11672296],Non-member
283,3000.0,[3072.],[8.254755],[0.19657385],[0.01618224],Non-member
284,3000.0,[3041.],[27.542877],[0.6538963],[0.05269527],Non-member
285,3000.0,[3072.],[4.85488],[0.11459581],[0.01034373],Non-member
286,3000.0,[0.],[0.],[0.],[0.],Non-member
287,3000.0,[3072.],[0.7831408],[0.01763351],[0.00149354],Non-member
288,3000.0,[3072.],[11.707113],[0.285419],[0.02622515],Non-member
289,3000.0,[3072.],[25.15561],[0.60143054],[0.05395521],Non-member
290,3000.0,[3072.],[4.0416417],[0.0933719],[0.00699431],Non-member
291,3000.0,[0.],[0.],[0.],[0.],Non-member
292,3000.0,[2956.],[4.807336],[0.11602147],[0.01178959],Non-member
293,3000.0,[3072.],[4.0942373],[0.0945107],[0.00792567],Non-member
294,3000.0,[3072.],[14.147332],[0.34117058],[0.03393323],Non-member
295,3000.0,[3072.],[0.5063388],[0.01145104],[0.00074382],Non-member
296,3000.0,[3072.],[17.942364],[0.42619115],[0.03842801],Non-member
297,3000.0,[3068.],[17.97956],[0.42689443],[0.03498426],Non-member
298,3000.0,[3072.],[6.468793],[0.151717],[0.01433712],Non-member
299,3000.0,[3067.],[26.587254],[0.65366554],[0.07342437],Non-member
300,3000.0,[3072.],[14.033983],[0.33971515],[0.02976567],Non-member
301,3000.0,[0.],[0.],[0.],[0.],Non-member
302,3000.0,[0.],[0.],[0.],[0.],Non-member
303,3000.0,[3070.],[4.1064615],[0.09728828],[0.00963253],Non-member
304,3000.0,[3071.],[14.320857],[0.3522985],[0.04749595],Non-member
305,3000.0,[0.],[0.],[0.],[0.],Non-member
306,3000.0,[3072.],[2.3490968],[0.05363514],[0.00383484],Non-member
307,3000.0,[3072.],[11.944456],[0.2883804],[0.03494978],Non-member
308,3000.0,[3072.],[21.696915],[0.5276635],[0.05579889],Non-member
309,3000.0,[0.],[0.],[0.],[0.],Non-member
310,3000.0,[3072.],[2.3697653],[0.05486892],[0.00493607],Non-member
311,3000.0,[3072.],[33.05402],[0.8191165],[0.0776462],Non-member
312,3000.0,[3063.],[17.607258],[0.43208805],[0.03946045],Non-member
313,3000.0,[0.],[0.],[0.],[0.],Non-member
314,3000.0,[0.],[0.],[0.],[0.],Non-member
315,3000.0,[3072.],[0.36691433],[0.00831297],[0.00065753],Non-member
316,3000.0,[3072.],[37.185844],[0.8976114],[0.07326986],Non-member
317,3000.0,[3065.],[18.328083],[0.44145975],[0.0537627],Non-member
318,3000.0,[3063.],[32.17684],[0.7782446],[0.0633018],Non-member
319,3000.0,[0.],[0.],[0.],[0.],Non-member
320,3000.0,[0.],[0.],[0.],[0.],Non-member
321,3000.0,[0.],[0.],[0.],[0.],Non-member
322,3000.0,[3072.],[7.118456],[0.16943684],[0.01816244],Non-member
323,3000.0,[3064.],[14.984647],[0.36054444],[0.032783],Non-member
324,3000.0,[0.],[0.],[0.],[0.],Non-member
325,3000.0,[3072.],[11.327197],[0.2791911],[0.0266031],Non-member
326,3000.0,[3072.],[10.7746315],[0.25839886],[0.02449161],Non-member
327,3000.0,[3067.],[44.472687],[1.0829756],[0.11438154],Non-member
328,3000.0,[3072.],[4.201128],[0.09824814],[0.00944299],Non-member
329,3000.0,[0.],[0.],[0.],[0.],Non-member
330,3000.0,[3072.],[5.0256524],[0.11731143],[0.00994763],Non-member
331,3000.0,[3003.],[4.420356],[0.10352364],[0.00748852],Non-member
332,3000.0,[0.],[0.],[0.],[0.],Non-member
333,3000.0,[3072.],[20.192465],[0.48956007],[0.05492973],Non-member
334,3000.0,[3072.],[2.1625707],[0.04976491],[0.00381443],Non-member
335,3000.0,[0.],[0.],[0.],[0.],Non-member
336,3000.0,[3066.],[11.408841],[0.27559847],[0.02968159],Non-member
337,3000.0,[3072.],[6.1953373],[0.14447182],[0.010809],Non-member
338,3000.0,[3072.],[7.259671],[0.16721284],[0.01357058],Non-member
339,3000.0,[3072.],[14.3640175],[0.34666607],[0.02977237],Non-member
340,3000.0,[0.],[0.],[0.],[0.],Non-member
341,3000.0,[3072.],[17.859676],[0.42768556],[0.04286398],Non-member
342,3000.0,[3070.],[16.356987],[0.38907355],[0.0314914],Non-member
343,3000.0,[0.],[0.],[0.],[0.],Non-member
344,3000.0,[3070.],[0.04181603],[0.00093604],[6.318092e-05],Non-member
345,3000.0,[0.],[0.],[0.],[0.],Non-member
346,3000.0,[0.],[0.],[0.],[0.],Non-member
347,3000.0,[3071.],[22.125574],[0.52787715],[0.0583843],Non-member
348,3000.0,[3070.],[4.78459],[0.11068092],[0.00820009],Non-member
349,3000.0,[3072.],[11.087527],[0.27199224],[0.02338499],Non-member
350,3000.0,[3069.],[7.681739],[0.18325506],[0.01530087],Non-member
351,3000.0,[3072.],[18.892233],[0.46273494],[0.05274536],Non-member
352,3000.0,[3065.],[25.642002],[0.63080794],[0.122265],Non-member
353,3000.0,[3072.],[17.936798],[0.44110057],[0.04703733],Non-member
354,3000.0,[3072.],[16.335354],[0.41411227],[0.05145153],Non-member
355,3000.0,[0.],[0.],[0.],[0.],Non-member
356,3000.0,[3072.],[15.697253],[0.37656417],[0.03438567],Non-member
357,3000.0,[0.],[0.],[0.],[0.],Non-member
358,3000.0,[3072.],[34.227547],[0.85469824],[0.0773527],Non-member
359,3000.0,[3072.],[34.418324],[0.8419738],[0.08901033],Non-member
360,3000.0,[3071.],[15.869403],[0.39115778],[0.03660074],Non-member
361,3000.0,[0.],[0.],[0.],[0.],Non-member
362,3000.0,[3072.],[13.842901],[0.32969585],[0.02923793],Non-member
363,3000.0,[0.],[0.],[0.],[0.],Non-member
364,3000.0,[3072.],[10.198769],[0.23876432],[0.01723424],Non-member
365,3000.0,[3069.],[16.299837],[0.3828685],[0.03422302],Non-member
366,3000.0,[0.],[0.],[0.],[0.],Non-member
367,3000.0,[0.],[0.],[0.],[0.],Non-member
368,3000.0,[3072.],[20.990072],[0.54371],[0.05676785],Non-member
369,3000.0,[3072.],[3.6423266],[0.08522481],[0.00740534],Non-member
370,2000.0,[3072.],[25.543907],[0.60524535],[0.05095546],Member
371,2000.0,[3066.],[16.812782],[0.39958847],[0.04426733],Member
372,2000.0,[3072.],[27.211136],[0.65970796],[0.05533253],Member
373,2000.0,[3072.],[15.682505],[0.3773721],[0.04099447],Member
374,2000.0,[3064.],[19.593798],[0.4761514],[0.04748014],Member
375,2000.0,[3072.],[20.957153],[0.50448143],[0.04281056],Member
376,2000.0,[3072.],[15.0368],[0.36748192],[0.04209194],Member
377,2000.0,[3072.],[29.681887],[0.71726125],[0.07511055],Member
378,2000.0,[3072.],[35.338264],[0.8627519],[0.07761329],Member
379,2000.0,[3072.],[20.59797],[0.48877987],[0.04777157],Member
380,2000.0,[3072.],[30.318758],[0.7483351],[0.10582312],Member
381,2000.0,[3072.],[21.240934],[0.503618],[0.0498676],Member
382,2000.0,[3072.],[13.53438],[0.31684515],[0.02542317],Member
383,2000.0,[3072.],[53.637318],[1.2920778],[0.11420062],Member
384,2000.0,[3071.],[19.65633],[0.46241465],[0.04637268],Member
385,2000.0,[3072.],[36.43141],[0.87095577],[0.09101278],Member
386,2000.0,[3072.],[25.00309],[0.5894747],[0.04380959],Member
387,2000.0,[3072.],[25.113398],[0.60292363],[0.07268776],Member
388,2000.0,[3072.],[20.897526],[0.5166302],[0.07036304],Member
389,2000.0,[3072.],[30.215258],[0.7202057],[0.07364115],Member
390,2000.0,[3072.],[30.947418],[0.743377],[0.06817564],Member
391,2000.0,[3071.],[29.343071],[0.6879955],[0.06190439],Member
392,2000.0,[3069.],[33.59472],[0.8414187],[0.10791337],Member
393,2000.0,[3072.],[28.47508],[0.66839856],[0.06406888],Member
394,2000.0,[3072.],[19.386356],[0.46485478],[0.03672266],Member
395,2000.0,[3072.],[28.913269],[0.6904091],[0.06057064],Member
396,2000.0,[3072.],[19.913376],[0.51200354],[0.05660626],Member
397,2000.0,[3071.],[49.79051],[1.2005562],[0.14074053],Member
398,2000.0,[3072.],[12.076815],[0.28855288],[0.03096324],Member
399,2000.0,[3072.],[14.948663],[0.36088592],[0.03723051],Member
400,2000.0,[3072.],[28.002419],[0.66876024],[0.07283825],Member
401,2000.0,[3072.],[20.561386],[0.5098186],[0.04984528],Member
